func,func_intent_summary,security_intent_summary
"def set_custom_completer(self, completer, pos=0):
        """"""Adds a new custom completer function.

        The position argument (defaults to 0) is the index in the completers
        list where you want the completer to be inserted.""""""

        newcomp = types.MethodType(completer,self.Completer)
        self.Completer.matchers.insert(pos,newcomp)","Adds a new custom completer function.

        The position argument (defaults to 0) is the index in the completers
        list where you want the completer to be inserted.",
"def set_completer_frame(self, frame=None):
        """"""Set the frame of the completer.""""""
        if frame:
            self.Completer.namespace = frame.f_locals
            self.Completer.global_namespace = frame.f_globals
        else:
            self.Completer.namespace = self.user_ns
            self.Completer.global_namespace = self.user_global_ns",Set the frame of the completer.,
"def find_magic(self, magic_name, magic_kind='line'):
        """"""Find and return a magic of the given type by name.

        Returns None if the magic isn't found.""""""
        return self.magics_manager.magics[magic_kind].get(magic_name)","Find and return a magic of the given type by name.

        Returns None if the magic isn't found.",
"def ex(self, cmd):
        """"""Execute a normal python statement in user namespace.""""""
        with self.builtin_trap:
            exec cmd in self.user_global_ns, self.user_ns",Execute a normal python statement in user namespace.,
"def ev(self, expr):
        """"""Evaluate python expression expr in user namespace.

        Returns the result of evaluation
        """"""
        with self.builtin_trap:
            return eval(expr, self.user_global_ns, self.user_ns)","Evaluate python expression expr in user namespace.

        Returns the result of evaluation",
"def _run_cached_cell_magic(self, magic_name, line):
        """"""Special method to call a cell magic with the data stored in self.
        """"""
        cell = self._current_cell_magic_body
        self._current_cell_magic_body = None
        return self.run_cell_magic(magic_name, line, cell)",Special method to call a cell magic with the data stored in self.,
"def broadcast(client, sender, msg_name, dest_name=None, block=None):
    """"""broadcast a message from one engine to all others.""""""
    dest_name = msg_name if dest_name is None else dest_name
    client[sender].execute('com.publish(%s)'%msg_name, block=None)
    targets = client.ids
    targets.remove(sender)
    return client[targets].execute('%s=com.consume()'%dest_name, block=None)",broadcast a message from one engine to all others.,
"def list_profiles_in(path):
    """"""list profiles in a given root directory""""""
    files = os.listdir(path)
    profiles = []
    for f in files:
        full_path = os.path.join(path, f)
        if os.path.isdir(full_path) and f.startswith('profile_'):
            profiles.append(f.split('_',1)[-1])
    return profiles",list profiles in a given root directory,
"def _bypass_ensure_directory(path, mode=0o777):
    """"""Sandbox-bypassing version of ensure_directory()""""""
    if not WRITE_SUPPORT:
        raise IOError('""os.mkdir"" not supported on this platform.')
    dirname, filename = split(path)
    if dirname and filename and not isdir(dirname):
        _bypass_ensure_directory(dirname)
        mkdir(dirname, mode)",Sandbox-bypassing version of ensure_directory(),
"def is_invalid_marker(cls, text):
        """"""
        Validate text as a PEP 426 environment marker; return an exception
        if invalid or False otherwise.
        """"""
        try:
            cls.evaluate_marker(text)
        except SyntaxError:
            return cls.normalize_exception(sys.exc_info()[1])
        return False","Validate text as a PEP 426 environment marker; return an exception
        if invalid or False otherwise.",
"def getecho (self):

        """"""This returns the terminal echo mode. This returns True if echo is
        on or False if echo is off. Child applications that are expecting you
        to enter a password often set ECHO False. See waitnoecho(). """"""

        attr = termios.tcgetattr(self.child_fd)
        if attr[3] & termios.ECHO:
            return True
        return False","This returns the terminal echo mode. This returns True if echo is
        on or False if echo is off. Child applications that are expecting you
        to enter a password often set ECHO False. See waitnoecho().",
"def next (self):    # File-like object.

        """"""This is to support iterators over a file-like object.
        """"""

        result = self.readline()
        if result == self._empty_buffer:
            raise StopIteration
        return result",This is to support iterators over a file-like object.,
"def sendintr(self):

        """"""This sends a SIGINT to the child. It does not require
        the SIGINT to be the first character on a line. """"""

        if hasattr(termios, 'VINTR'):
            char = termios.tcgetattr(self.child_fd)[6][termios.VINTR]
        else:
            # platform does not define VINTR so assume CTRL-C
            char = chr(3)
        self.send (char)","This sends a SIGINT to the child. It does not require
        the SIGINT to be the first character on a line.",
"def _prepare_regex_pattern(self, p):
        ""Recompile unicode regexes as bytes regexes. Overridden in subclass.""
        if isinstance(p.pattern, unicode):
            p = re.compile(p.pattern.encode('utf-8'), p.flags &~ re.UNICODE)
        return p",Recompile unicode regexes as bytes regexes. Overridden in subclass.,
"def getwinsize(self):

        """"""This returns the terminal window size of the child tty. The return
        value is a tuple of (rows, cols). """"""

        TIOCGWINSZ = getattr(termios, 'TIOCGWINSZ', 1074295912L)
        s = struct.pack('HHHH', 0, 0, 0, 0)
        x = fcntl.ioctl(self.fileno(), TIOCGWINSZ, s)
        return struct.unpack('HHHH', x)[0:2]","This returns the terminal window size of the child tty. The return
        value is a tuple of (rows, cols).",
"def _prepare_regex_pattern(self, p):
        ""Recompile bytes regexes as unicode regexes.""
        if isinstance(p.pattern, bytes):
            p = re.compile(p.pattern.decode(self.encoding), p.flags)
        return p",Recompile bytes regexes as unicode regexes.,
"def finish_displayhook(self):
        """"""Finish up all displayhook activities.""""""
        sys.stdout.flush()
        sys.stderr.flush()
        self.session.send(self.pub_socket, self.msg, ident=self.topic)
        self.msg = None",Finish up all displayhook activities.,
